"ref_num_id","ref_num"
811,331452
812,974931
813,172379
814,662441
815,132796
816,458054
817,388990
818,132212
819,271764
820,827238
821,172947
822,401191
823,487978
824,558133
825,440512
826,649528
827,890158
828,189973
829,960285
830,298075
831,744015
832,551604
833,622677
834,214874
835,585616
836,272756
837,141471
838,992401
839,701030
840,336700
841,197340
842,159001
843,191221
844,487034
845,209511
846,243523
847,531777
848,653216
849,957254
850,965453
851,195141
852,163241
853,470012
854,973832
855,461119
856,357570
857,503512
858,982731
859,879063
860,562309
861,324998
862,518078
863,947983
864,499952
865,747028
866,657873
867,267567
868,939468
869,604458
870,233486
871,757019
872,723007
873,757715
874,651822
875,538820
876,394289
877,765912
878,470642
879,259459
880,139106
881,772693
882,259915
883,973646
884,356684
885,348487
886,508147
887,292836
888,395801
889,861503
890,529455
891,853300
892,938634
893,829595
894,360292
895,821392
896,383107
897,629131
898,501118
899,597167
900,445115
901,228423
902,169638
903,605348
904,798143
905,266401
906,549850
907,582710
908,296245
909,541649
910,457216
911,592927
912,897195
913,157375
914,726695
915,441678
916,726127
917,442246
918,233110
919,544561
920,984028
921,583894
922,143321
923,883945
924,744713
925,422156
926,848205
927,281535
928,430957
929,808034
930,515691
931,825187
932,983167
933,702083
934,907437
935,552529
936,840421
937,323579
938,901096
939,158204
940,848622
941,616145
942,920119
943,281300
944,515528
945,776046
946,834440
947,784229
948,794279
949,583005
950,347828
951,651029
952,889603
953,959480
954,198673
955,608826
956,400322
957,288319
958,650717
959,149471
960,408521
961,284292
962,245134
963,367726
964,690904
965,998436
966,902709
967,391979
968,771350
969,260104
970,869137
971,229348
972,597772
973,195688
974,395154
975,519539
976,804721
977,494134
978,829400
979,981550
980,217543
981,470481
982,949698
983,594924
984,470809
985,226052
986,664343
987,390403
988,941825
989,268351
990,276532
991,595705
992,588824
993,556020
994,827397
995,652880
996,714400
997,539834
998,672655
999,163473
1000,644243
1001,732802
1002,332407
1003,724617
1004,652440
1005,778944
1006,869580
1007,384253
1008,124837
1009,483746
1010,325310
1011,621916
1012,715328
1013,375736
1014,404644
1015,152186
1016,890390
1017,339172
1018,182254
1019,558861
1020,679191
1021,231456
1022,959525
1023,842200
1024,181542
1025,239659
1026,140687
1027,591969
1028,975723
1029,347041
1030,581704
1031,522782
1032,899837
1033,961037
1034,614668
1035,815127
1036,369952
1037,849203
1038,960709
1039,807636
1040,944231
1041,133476
1042,264335
1043,298851
1044,992609
1045,875092
1046,777299
1047,272972
1048,944815
1049,507216
1050,406359
1051,151361
1052,190630
1053,491089
1054,196751
1055,718715
1056,559750
1057,223178
1058,345642
1059,823765
1060,898494
1061,687223
1062,278658
1063,313198
1064,190094
1065,432792
1066,925802
1067,550607
1068,793305
1069,801490
1070,742652
1071,354313
1072,967179
1073,905979
1074,295656
1075,626406
1076,592138
1077,577944
1078,830862
1079,901251
1080,789097
1081,629918
1082,445798
1083,468303
1084,989265
1085,779179
1086,947548
1087,261822
1088,275903
1089,152337
1090,529394
1091,405255
1092,614132
1093,675332
1094,325589
1095,562902
1096,654299
1097,116421
1098,494720
1099,419425
1100,974427
1101,870727
1102,878924
1103,595290
1104,672484
1105,845032
1106,402407
1107,610524
1108,195294
1109,125486
1110,803271
1111,294105
1112,667143
1113,829440
1114,790503
1115,383000
1116,144146
1117,413132
1118,383696
1119,467137
1120,309213
1121,351548
1122,177718
1123,493350
1124,674698
1125,484679
1126,324187
1127,963256
1128,284092
1129,315984
1130,470761
1131,871937
1132,348636
1133,382512
1134,486255
1135,887915
1136,210362
1137,319152
1138,723108
1139,314568
1140,369093
1141,920519
1142,928716
1143,322755
1144,608042
1145,198601
1146,490463
1147,398362
1148,560904
1149,575558
1150,174254
1151,305477
1152,377928
1153,659604
1154,474257
1155,534215
1156,686897
1157,207650
1158,558056
1159,927204
1160,520731
1161,843765
1162,270921
1163,750513
1164,995244
1165,907125
1166,933993
1167,387691
1168,741746
1169,549257
1170,505757
1171,851605
1172,525679
1173,241517
1174,287852
1175,433789
1176,199234
1177,565312
1178,712125
1179,149316
1180,338850
1181,256747
1182,703224
1183,741401
1184,347367
1185,825808
1186,165166
1187,131778
1188,866463
1189,398705
1190,438934
1191,481983
1192,616010
1193,607809
1194,790548
1195,448283
1196,825336
1197,497877
1198,745009
1199,344783
1200,693467
1201,414271
1202,548025
1203,602548
1204,689827
1205,594367
1206,309846
1207,348343
1208,981685
1209,911501
1210,278386
1211,636048
1212,477383
1213,888776
1214,896963
1215,836302
1216,862951
1217,326936
1218,162591
1219,293620
1220,266577
1221,771469
1222,300149
1223,999031
1224,877441
1225,177557
1226,597911
1227,659303
1228,383347
1229,237526
1230,922676
1231,813513
1232,561715
1233,437262
1234,367861
1235,538396
1236,491392
1237,891012
1238,527987
1239,921496
1240,151184
1241,238705
1242,239289
1243,728139
1244,313951
1245,999510
1246,551934
1247,577233
1248,264245
1249,944349
1250,791840
1251,566644
1252,432513
1253,926579
1254,533144
1255,679781
1256,767820
1257,711233
1258,856384
1259,163866
1260,133110
1261,271894
1262,581874
1263,943165
1264,801227
1265,873670
1266,778418
1267,630095
1268,638276
1269,997771
1270,459925
1271,492409
1272,989568
1273,308098
1274,596075
1275,335405
1276,846297
1277,755007
1278,921856
1279,517876
1280,806134
1281,396309
1282,871006
1283,268877
1284,948901
1285,982345
1286,796059
1287,773777
1288,905082
1289,811733
1290,956612
1291,571684
1292,672253
1293,706065
1294,318191
1295,285955
1296,218371
1297,787707
1298,627212
1299,948486
1300,635399
1301,250607
1302,664859
1303,302594
1304,357603
1305,696383
1306,811966
1307,365642
1308,358403
1309,307945
1310,789203
1311,939813
1312,392487
1313,921707
1314,509844
1315,755356
1316,428690
1317,806301
1318,645994
1319,570543
1320,193612
1321,436305
1322,653737
1323,733643
1324,952119
1325,278584
1326,119815
1327,865000
1328,841737
1329,231921
1330,774498
1331,172410
1332,985747
1333,472973
1334,183007
1335,290003
1336,899556
1337,614933
1338,514316
1339,599387
1340,692356
1341,141942
1342,133757
1343,831844
1344,744046
1345,223088
1346,298106
1347,233143
1348,817320
1349,889417
1350,617339
1351,119177
1352,319641
1353,783919
1354,347446
1355,880680
1356,449066
1357,387097
1358,833546
1359,574492
1360,378898
1361,624922
1362,481702
1363,238172
1364,534613
1365,198075
1366,323249
1367,523401
1368,616347
1369,937011
1370,659502
1371,624122
1372,977180
1373,502647
1374,973679
1375,995726
1376,941187
1377,903511
1378,410462
1379,628042
1380,147272
1381,251305
1382,932110
1383,373199
1384,643276
1385,162510
1386,135531
1387,261002
1388,868499
1389,220269
1390,658558
1391,790365
1392,467635
1393,220837
1394,605773
1395,972103
1396,266824
1397,902583
1398,847860
1399,152813
1400,508442
1401,730357
1402,931622
1403,790070
1404,947147
1405,597805
1406,260137
1407,772095
1408,666910
1409,605678
1410,169964
1411,730966
1412,762042
1413,931405
1414,375876
1415,342952
1416,930949
1417,861301
1418,334187
1419,664374
1420,579879
1421,656189
1422,780764
1423,781076
1424,251402
1425,444177
1426,697874
1427,794645
1428,187458
1429,341832
1430,293454
1431,434844
1432,639255
1433,677387
1434,727821
1435,288822
1436,569042
1437,866341
1438,784748
1439,505956
1440,753280
1441,701546
1442,352894
1443,134808
1444,255665
1445,352438
1446,969396
1447,474432
1448,757761
1449,534294
1450,889634
1451,312113
1452,671590
1453,496783
1454,632954
1455,934768
1456,702602
1457,379257
1458,139891
1459,784196
1460,449345
1461,540755
1462,367532
1463,124274
1464,885873
1465,578084
1466,308007
1467,979908
1468,596174
1469,384226
1470,554763
1471,585959
1472,468723
1473,228078
1474,604685
1475,326209
1476,539813
1477,235175
1478,644676
1479,374599
1480,187297
1481,957097
1482,332392
1483,194914
1484,627650
1485,988613
1486,268320
1487,595686
1488,743784
1489,978836
1490,551315
1491,113828
1492,167007
1493,831658
1494,908711
1495,952857
1496,335899
1497,490989
1498,736813
1499,840999
1500,676640
1501,768449
1502,238804
1503,760266
1504,550259
1505,472203
1506,223382
1507,898562
1508,649759
1509,759778
1510,951345
1511,440623
1512,524854
1513,774599
1514,458178
1515,914159
1516,943603
1517,380913
1518,881923
1519,164636
1520,742627
1521,898465
1522,533334
1523,952210
1524,622801
1525,800301
1526,631314
1527,353526
1528,114439
1529,728909
1530,482445
1531,649108
1532,527733
1533,150934
1534,514913
1535,478965
1536,563425
1537,532237
1538,242959
1539,234756
1540,394227
1541,863773
1542,340416
1543,618696
1544,773527
1545,187082
1546,634986
1547,450962
1548,461683
1549,604038
1550,871312
1551,358030
1552,739963
1553,595853
1554,179599
1555,249986
1556,410813
1557,739507
1558,193769
1559,204296
1560,707063
1561,930317
1562,397075
1563,886042
1564,475669
1565,956194
1566,253026
1567,948107
1568,392578
1569,268131
1570,454586
1571,384833
1572,144459
1573,779188
1574,373098
1575,712850
1576,341638
1577,126327
1578,161955
1579,573356
1580,511583
1581,689439
1582,594123
1583,418104
1584,828983
1585,461877
1586,962671
1587,429425
1588,884884
1589,847697
1590,708273
1591,597731
1592,938510
1593,300289
1594,605928
1595,444991
1596,601688
1597,256343
1598,802627
1599,625087
1600,304570
1601,942205
1602,934006
1603,119084
1604,330461
1605,399917
1606,734432
1607,407790
1608,977337
1609,174257
1610,791464
1611,776361
1612,745285
1613,466053
1614,632732
1615,799083
1616,785002
1617,945309
1618,589947
1619,322780
1620,337462
1621,920536
1622,122316
1623,281075
1624,122628
1625,560919
1626,727051
1627,840458
1628,569116
1629,323092
1630,130831
1631,576506
1632,701959
1633,378868
1634,344088
1635,915490
1636,112938
1637,631871
1638,386359
1639,615581
1640,735595
1641,329118
1642,676966
1643,927856
1644,677550
1645,900516
1646,848034
1647,471301
1648,139294
1649,379668
1650,262654
1651,256756
1652,906753
1653,270837
1654,741382
1655,995032
1656,574930
1657,417472
1658,304337
1659,127620
1660,712554
1661,557724
1662,686661
1663,712098
1664,922667
1665,538059
1666,805341
1667,517087
1668,962820
1669,184327
1670,885247
1671,392111
1672,135333
1673,658864
1674,789595
1675,628836
1676,229216
1677,672982
1678,485587
1679,723408
1680,477712
1681,829276
1682,740438
1683,995976
1684,493690
1685,270182
1686,138893
1687,556645
1688,594792
1689,966925
1690,874001
1691,934953
1692,573998
1693,279428
1694,264930
1695,831504
1696,346084
1697,661020
1698,246243
1699,307149
1700,577230
1701,631747
1702,423383
1703,676762
1704,197513
1705,336033
1706,952995
1707,718517
1708,611290
1709,895008
1710,886827
1711,724196
1712,531476
1713,195344
1714,326395
1715,381112
1716,503109
1717,218815
1718,828008
1719,974741
1720,988543
1721,683969
1722,528956
1723,160468
1724,675786
1725,429030
1726,930068
1727,536831
1728,283132
1729,528628
1730,244470
1731,562968
1732,998236
1733,585821
1734,747329
1735,596084
1736,446048
1737,822915
1738,168573
1739,613529
1740,707461
1741,646005
1742,806274
1743,317307
1744,715078
1745,343890
1746,316851
1747,562363
1748,500230
1749,586750
1750,823272
1751,770821
1752,393200
1753,268249
1754,571472
1755,478799
1756,461057
1757,870882
1758,451552
1759,443371
1760,310494
1761,581085
1762,227295
1763,141473
1764,591183
1765,874834
1766,385952
1767,423100
1768,498837
1769,744049
1770,978061
1771,606409
1772,191179
1773,159015
1774,231366
1775,953288
1776,952576
1777,807706
1778,867863
1779,190467
1780,882105
1781,661855
1782,751258
1783,464793
1784,424596
1785,513851
1786,899027
1787,128731
1788,711477
1789,432701
1790,401177
1791,521720
1792,409362
1793,687642
1794,951776
1795,305960
1796,916283
1797,113203
1798,142639
1799,422194
1800,598218
1801,702422
1802,968968
1803,701726
1804,255245
1805,668402
1806,378093
1807,213738
1808,192325
1809,858458
1810,149666
1811,238147
1812,515669
1813,237707
1814,407164
1815,337548
1816,183686
1817,165416
1818,994753
1819,471252
1820,968168
1821,995081
1822,601826
1823,525473
1824,311877
1825,408220
1826,537626
1827,237080
1828,885478
1829,754445
1830,245267
1831,884782
1832,437696
1833,236752
1834,351641
1835,309112
1836,445061
1837,737639
1838,868492
1839,359826
1840,637374
1841,153618
1842,318997
1843,327198
1844,932113
1845,896197
1846,326870
1847,965685
1848,318685
1849,461967
1850,829069
1851,170616
1852,390814
1853,941212
1854,556412
1855,146847
1856,981883
1857,748940
1858,987986
1859,795561
1860,772259
1861,418634
1862,259517
1863,233819
1864,804687
1865,477866
1866,187485
1867,210620
1868,117933
1869,154545
1870,958365
1871,619671
1872,196254
1873,966550
1874,836203
1875,426632
1876,217905
1877,950068
1878,357073
1879,226106
1880,588795
1881,444174
1882,689670
1883,813988
1884,931410
1885,537969
1886,429672
1887,730497
1888,737988
1889,597498
1890,391957
1891,459012
1892,605681
1893,300568
1894,663410
1895,794265
1896,417402
1897,271239
1898,387437
1899,263052
1900,802450
1901,833918
1902,601409
1903,834486
1904,400380
1905,319981
1906,180237
1907,338695
1908,857625
1909,371947
1910,525770
1911,712656
1912,320293
1913,677948
1914,233411
1915,352865
1916,968803
1917,631941
1918,907411
1919,552559
1920,474463
1921,590250
1922,659802
1923,945484
1924,907867
1925,667985
1926,238048
1927,481818
1928,198151
1929,962030
1930,430648
1931,717627
1932,858161
1933,882014
1934,750773
1935,458583
1936,215907
1937,751229
1938,678974
1939,609486
1940,864472
1941,147755
1942,649697
1943,339717
1944,841969
1945,599459
1946,591272
1947,751701
1948,245871
1949,785777
1950,669595
1951,800368
1952,700535
1953,576906
1954,298114
1955,514876
1956,728536
1957,953135
1958,431674
1959,640962
1960,899356
1961,961004
1962,760060
1963,120863
1964,528352
1965,644978
1966,732515
1967,680037
1968,155571
1969,401773
1970,116911
1971,532304
1972,887207
1973,427074
1974,571575
1975,895404
1976,163768
1977,627444
1978,137469
1979,996600
1980,696847
1981,137781
1982,258260
1983,912426
1984,755300
1985,956287
1986,343421
1987,806245
1988,646034
1989,929944
1990,536947
1991,562268
1992,715169
1993,152403
1994,738318
1995,831236
1996,546046
1997,384796
1998,392671
1999,638167
2000,453935
2001,570684
2002,955612
2003,755143
2004,621854
2005,990128
2006,276062
2007,666272
2008,168018
2009,267421
2010,778882
2011,242745
2012,713770
2013,125703
2014,837378
2015,317975
2016,146261
2017,627031
2018,748358
2019,588890
2020,179385
2021,781922
2022,978177
2023,175113
2024,692503
2025,785434
2026,800539
2027,543173
2028,823860
2029,290696
2030,849265
2031,151144
2032,335942
2033,191303
2034,736440
2035,230986
2036,994059
2037,263909
2038,416531
2039,793584
2040,975329
2041,985544
2042,271398
2043,792888
2044,890012
2045,718970
2046,480147
2047,208773
2048,200590
2049,287592
2050,898199
2051,321100
2052,864691
2053,687454
2054,623721
2055,977039
2056,466811
2057,668542
2058,386978
2059,456530
2060,166724
2061,221605
2062,344133
2063,474552
2064,659901
2065,191489
2066,329483
2067,676923
2068,568874
2069,197672
2070,296071
2071,347757
2072,173415
2073,583044
2074,750232
2075,216398
2076,355502
2077,601510
2078,441596
2079,480797
2080,950754
2081,758009
2082,650500
2083,363527
2084,734678
2085,127705
2086,766522
2087,761922
2088,292438
2089,508225
2090,476845
2091,839276
2092,429711
2093,612507
2094,453066
2095,771535
2096,493071
2097,552976
2098,946683
2099,896329
2100,341368
2101,319385
2102,713580
2103,903364
2104,795173
2105,697378
2106,147163
2107,628241
2108,705036
2109,394472
2110,957657
2111,154173
2112,426444
2113,748907
2114,995702
2115,795014
2116,664229
2117,225974
2118,602709
2119,470699
2120,981332
2121,410534
2122,382138
2123,403459
2124,334072
2125,884937
2126,507946
2127,437543
2128,135571
2129,421253
2130,545136
2131,972663
2132,453225
2133,691050
2134,177780
2135,990621
2136,629658
2137,413510
2138,383066
2139,444586
2140,829506
2141,112180
2142,934627
2143,633321
2144,574692
2145,825593
2146,914932
2147,320169
2148,927142
2149,156846
2150,181065
2151,927598
2152,908247
2153,386761
2154,265256
2155,945344
2156,377866
2157,824345
2158,832530
2159,776436
2160,498172
2161,677200
2162,197955
2163,866742
2164,130458
2165,920453
2166,922337
2167,622087
2168,204527
2169,124158
2170,894782
2171,806367
2172,160042
2173,729401
2174,375339
2175,683071
2176,454037
2177,823221
2178,657842
2179,420017
2180,168779
2181,869727
2182,435443
2183,812028
2184,116757
2185,924873
2186,811316
2187,318406
2188,863282
2189,688246
2190,349794
2191,788081
2192,381326
2193,949132
2194,249957
2195,258158
2196,773488
2197,996418
2198,828254
2199,787641
2200,948548
2201,595362
2202,507075
2203,700933
2204,970259
2205,167707
2206,159666
2207,132831
2208,496352
2209,257782
2210,985113
2211,401220
2212,849984
2213,312670
2214,181885
2215,641944
2216,232315
2217,810351
2218,496523
2219,634750
2220,215730
2221,504136
2222,935612
2223,355154
2224,951838
2225,809988
2226,287698
2227,400943
2228,610263
2229,865217
2230,842016
2231,649264
2232,590969
2233,141719
2234,992665
2235,158737
2236,899589
2237,999444
2238,867817
2239,718568
2240,282425
2241,921562
2242,717856
2243,209319
2244,863577
2245,427867
2246,732338
2247,672191
2248,933729
2249,317541
2250,855962
2251,756125
2252,974792
2253,948271
2254,349961
2255,948967
2256,258309
2257,940780
2258,396375
2259,675167
2260,536738
2261,367435
2262,571214
2263,852402
2264,755637
2265,243811
2266,185710
2267,614247
2268,517246
2269,291682
2270,554276
2271,253734
2272,420314
2273,971560
2274,227849
2275,554988
2276,747292
2277,923692
2278,365093
2279,486140
2280,732148
2281,896499
2282,564451
2283,941482
2284,912061
2285,795295
2286,682202
2287,501438
2288,658775
2289,300613
2290,260771
2291,260203
2292,667540
2293,229255
2294,798335
2295,746130
2296,741601
2297,625403
2298,379891
2299,248344
2300,112613
2301,942905
2302,986676
2303,180888
2304,312179
2305,608401
2306,712589
2307,512331
2308,757827
2309,118944
2310,726959
2311,659719
2312,777197
2313,386512
2314,455968
2315,143057
2316,915653
2317,414407
2318,676993
2319,892800
2320,515939
2321,406914
2322,858788
2323,183472
2324,953784
2325,527295
2326,281271
2327,928351
2328,769192
2329,961971
2330,490060
2331,544594
2332,693576
2333,660132
2334,824939
2335,474217
2336,166549
2337,281564
2338,900136
2339,430534
2340,398562
2341,892651
2342,816138
2343,238110
2344,848870
2345,336921
2346,224860
2347,802156
2348,131481
2349,994716
2350,449128
2351,942234
2352,662668
2353,958520
2354,433446
2355,766243
2356,149207
2357,950323
2358,180539
2359,520931
2360,843533
2361,315488
2362,805529
2363,395898
2364,367974
2365,569699
2366,708182
2367,730295
2368,333890
2369,963136
2370,762715
2371,655021
2372,492822
2373,421879
2374,667391
2375,444432
2376,586981
2377,911158
2378,467001
2379,830000
2380,731807
2381,704638
2382,241766
2383,713405
2384,285092
2385,812218
2386,804017
2387,673114
2388,573259
2389,502269
2390,780533
2391,749337
2392,602863
2393,270058
2394,903445
2395,302030
2396,871473
2397,689968
2398,568016
2399,121544
2400,614458
2401,848901
2402,660807
2403,786342
2404,984156
2405,874922
2406,422980
2407,133786
2408,908430
2409,599924
2410,752258
2411,687146
2412,522184
2413,286932
2414,609489
2415,440326
2416,725999
2417,263513
2418,223679
2419,164702
2420,550546
2421,985716
2422,303222
2423,774533
2424,219396
2425,796919
2426,267753
2427,468954
2428,613473
2429,707453
2430,814449
2431,115792
2432,283303
2433,773917
2434,820208
2435,827699
2436,773589
2437,764560
2438,503229
2439,827480
2440,358311
2441,349540
2442,689008
2443,878714
2444,864052
2445,294695
2446,895192
2447,510000
2448,532004
2449,242726
2450,435517
2451,317960
2452,195560
2453,604751
2454,253827
2455,788887
2456,997740
2457,683833
2458,894008
2459,614338
2460,194312
2461,236037
2462,517651
2463,244238
2464,842117
2465,641182
2466,479556
2467,890443
2468,767915
2469,926044
2470,416524
2471,215575
2472,132569
2473,634843
2474,967485
2475,985559
2476,792871
2477,336529
2478,728676
2479,230557
2480,841061
2481,490927
2482,841645
2483,290143
2484,684449
2485,183123
2486,916974
2487,141618
2488,751905
2489,534513
2490,927258
2491,157458
2492,950781
2493,889101
2494,148945
2495,918745
